,Unnamed: 0_x,tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,directors,writers,actor,actress,archive_footage,archive_sound,cinematographer,composer,director_pr,editor,producer,production_designer,self,writer_pr,concat,Unnamed: 0_y,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,ROI_percent,ROI_usd,year,month,inflation,worldwide_gross_inf,domestic_gross_inf,production_budget_inf,ROI_USD_inf
283,6363,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,Cats & Dogs: The Revenge of Kitty Galore,2010,82.0,"['Action', 'Comedy', 'Family']",4.3,12642.0,['nm0679031'],"['nm1943855', 'nm0070368', 'nm0720135', 'nm0275629']","['nm0000563', 'nm1442113', 'nm0005188']",['nm0000541'],,,,,['nm0679031'],,['nm1480881'],,,"['nm1943855', 'nm0070368', 'nm0720135', 'nm0275629']",Cats & Dogs: The Revenge of Kitty Galore2010,516,17,"Jul 30, 2010",Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383,0.3297221529411765,28026383,2010,July,1.25,141282978.75,54482191.25,106250000.0,35032978.75
284,6371,tt1288558,Evil Dead,Evil Dead,2013,91.0,"['Fantasy', 'Horror', 'Thriller']",6.5,146399.0,['nm1793079'],"['nm1793079', 'nm2140186', 'nm0000600']","['nm2057036', 'nm1086384']","['nm3994408', 'nm1140300']",,,,['nm0063414'],['nm1793079'],,"['nm0132257', 'nm0849964']",,,"['nm2140186', 'nm0000600']",Evil Dead2013,2876,77,"Apr 5, 2013",Evil Dead,17000000,54239856,97778356,4.7516680000000004,80778356,2013,April,1.17,114400676.52,63460631.52,19890000.0,94510676.52
285,6377,tt1289401,Ghostbusters,Ghostbusters,2016,116.0,"['Action', 'Comedy', 'Fantasy']",5.2,186788.0,['nm0082450'],"['nm1767754', 'nm0082450', 'nm0718645', 'nm0000101', 'nm0000601']",,"['nm0565250', 'nm1325419', 'nm0571952', 'nm0428656']",,,,,['nm0082450'],,['nm1166871'],,,"['nm1767754', 'nm0718645', 'nm0000101', 'nm0000601']",Ghostbusters2016,203,4,"Jul 15, 2016",Ghostbusters,144000000,128350574,229008658,0.5903379027777778,85008658,2016,July,1.14,261069870.12,146319654.35999998,164160000.0,96909870.11999996
286,6379,tt1289419,N-Secure,N-Secure,2010,105.0,"['Crime', 'Drama', 'Thriller']",3.6,587.0,['nm0559991'],['nm3124848'],['nm2336859'],"['nm0040591', 'nm1594832', 'nm0088144']",,,['nm3197453'],['nm0254961'],['nm0559991'],,"['nm1618361', 'nm2644332']",,,['nm3124848'],N-Secure2010,5053,54,"Oct 15, 2010",N-Secure,1600000,2595644,2595644,0.6222774999999999,995644,2010,October,1.25,3244555.0,3244555.0,2000000.0,1244555.0
287,6388,tt1291150,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2014,101.0,"['Action', 'Adventure', 'Comedy']",5.8,192220.0,['nm0509448'],"['nm0032227', 'nm0625858', 'nm2489193', 'nm0481990', 'nm0247653']","['nm0004715', 'nm0001209', 'nm0279720']",['nm1083271'],,,,,['nm0509448'],,,,,"['nm0247653', 'nm0032227', 'nm0625858', 'nm2489193', 'nm0481990']",Teenage Mutant Ninja Turtles2014,267,68,"Aug 8, 2014",Teenage Mutant Ninja Turtles,125000000,191204754,485004754,2.880038032,360004754,2014,August,1.15,557755467.0999999,219885467.1,143750000.0,414005467.09999985
288,6395,tt1291584,Warrior,Warrior,2011,140.0,"['Drama', 'Sport']",8.2,403755.0,['nm0640334'],"['nm0640334', 'nm3294574', 'nm0233561']","['nm0362766', 'nm0000560', 'nm0249291']",['nm0607185'],,,['nm1086687'],['nm0006142'],['nm0640334'],,['nm0640345'],,,"['nm3294574', 'nm0233561']",Warrior2011,2273,74,"Sep 9, 2011",Warrior,25000000,13657115,24215385,-0.0313846,-784615,2011,September,1.21,29300615.85,16525109.15,30250000.0,-949384.1500000022
289,6407,tt1293847,xXx: Return of Xander Cage,xXx: Return of Xander Cage,2017,107.0,"['Action', 'Adventure', 'Thriller']",5.2,77976.0,['nm0142286'],"['nm0929186', 'nm2400444']","['nm0004874', 'nm0947447', 'nm6806246']",['nm2138653'],,,,,['nm0142286'],,"['nm2176972', 'nm0456929', 'nm0005387']",,,"['nm0929186', 'nm2400444']",xXx: Return of Xander Cage2017,514,15,"Jan 20, 2017",xXx: Return of Xander Cage,85000000,44898413,345033359,3.059215988235294,260033359,2017,January,1.11,382987028.49,49837238.43000001,94350000.0,288637028.49
290,6412,tt1294226,The Last Song,The Last Song,2010,107.0,"['Drama', 'Music', 'Romance']",6.0,74914.0,['nm1455688'],"['nm0817023', 'nm3491486']","['nm2955013', 'nm0001427', 'nm1544100']",['nm1415323'],,,,['nm0956374'],['nm1455688'],,"['nm0316774', 'nm0788202']",,,"['nm0817023', 'nm3491486']",The Last Song2010,2514,15,"Mar 31, 2010",The Last Song,20000000,62950384,92678948,3.6339474000000003,72678948,2010,March,1.25,115848685.0,78687980.0,25000000.0,90848685.0
291,6447,tt1298649,The Watch,The Watch,2012,102.0,"['Action', 'Comedy', 'Horror']",5.7,115757.0,['nm1676223'],"['nm2972864', 'nm0736622', 'nm1698571']","['nm0001774', 'nm0000681', 'nm1706767', 'nm0001082']",,,,,['nm0065100'],['nm1676223'],,['nm0506613'],,,"['nm2972864', 'nm0736622', 'nm1698571']",The Watch2012,1026,27,"Jul 27, 2012",The Watch,55000000,34353000,67130045,0.22054627272727276,12130045,2012,July,1.19,79884753.55,40880070.0,65450000.0,14434753.549999995
292,6448,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"['Action', 'Adventure', 'Fantasy']",6.6,447624.0,['nm0551128'],"['nm0254645', 'nm0744429', 'nm0064181', 'nm0938684', 'nm0694627']","['nm0000136', 'nm0574534', 'nm0001691']",['nm0004851'],,,,,['nm0551128'],,,,,"['nm0694627', 'nm0254645', 'nm0744429', 'nm0064181', 'nm0938684']",Pirates of the Caribbean: On Stranger Tides2011,1,2,"May 20, 2011",Pirates of the Caribbean: On Stranger Tides,410600000,241063875,1045663875,1.5466728567949342,635063875,2011,May,1.21,1265253288.75,291687288.75,496826000.0,768427288.75
293,6453,tt1300854,Iron Man 3,Iron Man Three,2013,130.0,"['Action', 'Adventure', 'Sci-Fi']",7.2,692794.0,['nm0000948'],"['nm1510800', 'nm0000948', 'nm0498278', 'nm1411347', 'nm1293367', 'nm0456158', 'nm1979137', 'nm2137463']","['nm0000375', 'nm0001602', 'nm0000332']",['nm0000569'],,,,,['nm0000948'],,,,,"['nm0456158', 'nm1510800', 'nm0498278', 'nm1411347', 'nm1293367']",Iron Man 32013,47,48,"May 3, 2013",Iron Man 3,200000000,408992272,1215392272,5.07696136,1015392272,2013,May,1.17,1422008958.24,478520958.24,234000000.0,1188008958.24
294,6463,tt1302011,Kung Fu Panda 2,Kung Fu Panda 2,2011,90.0,"['Action', 'Adventure', 'Animation']",7.2,228465.0,['nm0950775'],"['nm0008743', 'nm0074184', 'nm0717550', 'nm0903456']","['nm0085312', 'nm0000329', 'nm0000163']",['nm0001401'],,,,,['nm0950775'],,['nm0167795'],,,"['nm0008743', 'nm0074184', 'nm0717550', 'nm0903456']",Kung Fu Panda 22011,173,74,"May 26, 2011",Kung Fu Panda 2,150000000,165249063,664837547,3.4322503133333333,514837547,2011,May,1.21,804453431.87,199951366.23,181500000.0,622953431.87
295,6465,tt1302067,Yogi Bear,Yogi Bear,2010,80.0,"['Adventure', 'Animation', 'Comedy']",4.6,18934.0,['nm0108094'],"['nm0893262', 'nm0827985', 'nm0178589', 'nm0053484', 'nm0360253']","['nm0000101', 'nm0005493', 'nm0146915']",['nm0267506'],,,,,['nm0108094'],,,,,"['nm0360253', 'nm0893262', 'nm0827985', 'nm0178589', 'nm0053484']",Yogi Bear2010,561,62,"Dec 17, 2010",Yogi Bear,80000000,100246011,204774690,1.559683625,124774690,2010,December,1.25,255968362.5,125307513.75,100000000.0,155968362.5
296,6474,tt1303803,Standing Ovation,Standing Ovation,2010,105.0,['Musical'],3.3,658.0,['nm0706296'],['nm0706296'],,"['nm3610766', 'nm3159791', 'nm3143762', 'nm2288829']",,,['nm0200956'],['nm0002656'],['nm0706296'],['nm0568304'],['nm0004341'],['nm2663745'],,,Standing Ovation2010,4210,11,"Jul 16, 2010",Standing Ovation,5600000,531806,531806,-0.9050346428571427,-5068194,2010,July,1.25,664757.5,664757.5,7000000.0,-6335242.5
297,6482,tt1305583,Our Family Wedding,Our Family Wedding,2010,103.0,"['Comedy', 'Romance']",4.9,6417.0,['nm0266622'],"['nm0174806', 'nm1173259', 'nm0266622']","['nm0001845', 'nm0578788']","['nm1065229', 'nm0005093']",,,,['nm1650558'],['nm0266622'],,"['nm0768324', 'nm0938145']",,,"['nm0174806', 'nm1173259']",Our Family Wedding2010,3194,95,"Mar 12, 2010",Our Family Wedding,14000000,20255281,21410546,0.5293247142857143,7410546,2010,March,1.25,26763182.5,25319101.25,17500000.0,9263182.5
298,6485,tt1305591,Mars Needs Moms,Mars Needs Moms,2011,88.0,"['Adventure', 'Animation', 'Family']",5.4,19823.0,['nm0920425'],"['nm0920425', 'nm3352441', 'nm0106455']","['nm0001293', 'nm0283945']","['nm0000349', 'nm0363699']",,,,,['nm0920425'],,"['nm0823330', 'nm0101921', 'nm0710759']",,,"['nm3352441', 'nm0106455']",Mars Needs Moms2011,193,94,"Mar 11, 2011",Mars Needs Moms,150000000,21392758,39549758,-0.7363349466666667,-110450242,2011,March,1.21,47855207.18,25885237.18,181500000.0,-133644792.82
299,6489,tt1306980,50/50,50/50,2011,100.0,"['Comedy', 'Drama', 'Romance']",7.7,300475.0,['nm1349522'],['nm1672425'],"['nm0330687', 'nm0736622']","['nm0447695', 'nm0397171']",,,['nm0820987'],['nm0315974'],['nm1349522'],,"['nm1698571', 'nm0439499']",,,['nm1672425'],50/502011,3872,73,"Sep 30, 2011",50/50,8000000,35016118,41334735,4.166841875,33334735,2011,September,1.21,50015029.35,42369502.78,9680000.0,40335029.35
300,6492,tt1307068,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,2012,101.0,"['Adventure', 'Comedy', 'Drama']",6.7,102047.0,['nm1032521'],['nm1032521'],"['nm0136797', 'nm0652663']","['nm0461136', 'nm0001491']",,,,['nm2207081'],['nm1032521'],,"['nm0326512', 'nm2262509', 'nm0747287', 'nm2229726']",,,,Seeking a Friend for the End of the World2012,3647,48,"Jun 22, 2012",Seeking a Friend for the End of the World,10000000,7078738,11766959,0.1766959,1766959,2012,June,1.19,14002681.21,8423698.219999999,11900000.0,2102681.209999999
301,6553,tt1313092,Animal Kingdom,Animal Kingdom,2010,113.0,"['Crime', 'Drama']",7.3,51576.0,['nm2391575'],['nm2391575'],"['nm3306943', 'nm0001602', 'nm0249291', 'nm3819777']",,,,['nm1714622'],['nm0664020'],['nm2391575'],['nm1029112'],['nm0915192'],['nm0285721'],,,Animal Kingdom2010,4470,71,"Aug 13, 2010",Animal Kingdom,4200000,1044039,8078683,0.9234959523809524,3878683,2010,August,1.25,10098353.75,1305048.75,5250000.0,4848353.75
302,6565,tt1314655,Devil,Devil,2010,80.0,"['Horror', 'Mystery', 'Thriller']",6.2,122080.0,['nm0235719'],"['nm0625198', 'nm0796117']","['nm0582149', 'nm0940158', 'nm1334869']",['nm0223518'],,,['nm0005714'],['nm1302939'],['nm0235719'],,['nm0580303'],,,"['nm0625198', 'nm0796117']",Devil2010,3570,71,"Sep 17, 2010",Devil,10000000,33679655,63354114,5.3354114,53354114,2010,September,1.25,79192642.5,42099568.75,12500000.0,66692642.5
303,6583,tt1316616,There Be Dragons,There Be Dragons,2011,122.0,"['Biography', 'Drama', 'War']",5.8,4326.0,['nm0423646'],['nm0423646'],"['nm1214435', 'nm0004747', 'nm0779084', 'nm0763928']",,,,,"['nm0006339', 'nm0006077']",['nm0423646'],,"['nm0522160', 'nm3567920', 'nm3567418']",,,,There Be Dragons2011,1620,21,"May 6, 2011",There Be Dragons,36000000,1069334,4020990,-0.8883058333333334,-31979010,2011,May,1.21,4865397.8999999985,1293894.14,43560000.0,-38694602.1
304,6588,tt1318514,Rise of the Planet of the Apes,Rise of the Planet of the Apes,2011,105.0,"['Action', 'Drama', 'Sci-Fi']",7.6,473020.0,['nm1012501'],"['nm0415425', 'nm0798646', 'nm0099541']","['nm0290556', 'nm0785227']","['nm2951768', 'nm0465269']",,,,,['nm1012501'],,"['nm1249995', 'nm1858656']",,,"['nm0415425', 'nm0798646', 'nm0099541']",Rise of the Planet of the Apes2011,430,31,"Aug 5, 2011",Rise of the Planet of the Apes,93000000,176760185,470986200,4.064367741935484,377986200,2011,August,1.21,569893302.0,213879823.85,112530000.0,457363302.0
305,6595,tt1319716,It's a Wonderful Afterlife,It's a Wonderful Afterlife,2010,100.0,"['Comedy', 'Drama', 'Fantasy']",5.4,1361.0,['nm0149446'],"['nm0149446', 'nm0074488']","['nm0080276', 'nm0006651', 'nm1440557', 'nm0803397']",,,,['nm0005836'],['nm0699192'],['nm0149446'],['nm0653205'],,['nm0255005'],,['nm0074488'],It's a Wonderful Afterlife2010,3735,36,"Oct 8, 2010",It's a Wonderful Afterlife,10000000,0,1642939,-0.8357061,-8357061,2010,October,1.25,2053673.75,0.0,12500000.0,-10446326.25
306,6605,tt1320244,The Last Exorcism,The Last Exorcism,2010,87.0,"['Drama', 'Horror', 'Thriller']",5.6,45815.0,['nm0821844'],"['nm1428204', 'nm0348640']","['nm0264579', 'nm0381043']","['nm0068042', 'nm0052754']",,,,,['nm0821844'],,"['nm0628080', 'nm0008953', 'nm0088536']",,,"['nm1428204', 'nm0348640']",The Last Exorcism2010,5014,15,"Aug 27, 2010",The Last Exorcism,1800000,41034350,70165900,37.981055555555564,68365900,2010,August,1.25,87707375.0,51292937.5,2250000.0,85457375.0
307,6607,tt1320253,The Expendables,The Expendables,2010,103.0,"['Action', 'Adventure', 'Thriller']",6.5,307897.0,['nm0000230'],"['nm1709264', 'nm0000230']","['nm0000230', 'nm0005458', 'nm0001472', 'nm0000185']",,,,['nm0453808'],['nm0003911'],,,"['nm0503592', 'nm0854772', 'nm0860315']",,,['nm1709264'],The Expendables2010,533,34,"Aug 13, 2010",The Expendables,82000000,103068524,268268174,2.271563097560976,186268174,2010,August,1.25,335335217.5,128835655.0,102500000.0,232835217.5
308,6609,tt1320261,Gulliver's Travels,Gulliver's Travels,2010,85.0,"['Adventure', 'Comedy', 'Family']",4.9,61178.0,['nm1224299'],"['nm0830294', 'nm0831557', 'nm0842605']","['nm0085312', 'nm0781981']","['nm1289434', 'nm0001605']",,,,,['nm1224299'],,"['nm0329084', 'nm0204862']",,,"['nm0830294', 'nm0831557', 'nm0842605']",Gulliver's Travels2010,312,13,"Dec 25, 2010",Gulliver's Travels,112000000,42779261,232017848,1.0715879285714285,120017848,2010,December,1.25,290022310.0,53474076.25,140000000.0,150022310.0
309,6611,tt1320291,The Reef,The Reef,2010,94.0,"['Adventure', 'Drama', 'Horror']",5.8,15194.0,['nm0871188'],"['nm0871188', 'nm0894683']","['nm0909935', 'nm1189489']","['nm1506789', 'nm0623309']",,,['nm0034058'],['nm0562100'],['nm0871188'],['nm1741455'],['nm0731961'],,,['nm0894683'],The Reef2010,3732,33,"Dec 31, 2010",The Reef,10000000,0,15037867,0.5037867,5037867,2010,December,1.25,18797333.75,0.0,12500000.0,6297333.75
310,6617,tt1321509,Death at a Funeral,Death at a Funeral,2010,92.0,['Comedy'],5.7,42042.0,['nm0001438'],['nm1918877'],"['nm0001674', 'nm0001454', 'nm0202966']",['nm0222643'],,,,,['nm0001438'],,"['nm0821721', 'nm0394564', 'nm0454004', 'nm0539803']",,,['nm1918877'],Death at a Funeral2010,2463,64,"Apr 16, 2010",Death at a Funeral,21000000,42739347,48977233,1.3322491904761904,27977233,2010,April,1.25,61221541.25,53424183.75,26250000.0,34971541.25
311,6620,tt1321860,The Beaver,The Beaver,2011,91.0,['Drama'],6.7,45173.0,['nm0000149'],['nm3189831'],"['nm0000154', 'nm0947338']","['nm0000149', 'nm0427728']",,,['nm0091686'],['nm0953616'],,,"['nm0326512', 'nm2166024', 'nm0747742']",,,['nm3189831'],The Beaver2011,2478,79,"May 6, 2011",The Beaver,21000000,970816,5046038,-0.7597124761904762,-15953962,2011,May,1.21,6105705.98,1174687.36,25410000.0,-19304294.02
312,6624,tt1321870,Gangster Squad,Gangster Squad,2013,113.0,"['Action', 'Crime', 'Drama']",6.7,195560.0,['nm0281508'],"['nm3263825', 'nm4624299']","['nm0000576', 'nm0331516', 'nm0000610']",['nm1297015'],,,,,['nm0281508'],,"['nm0846333', 'nm1469853', 'nm0566557']",,,"['nm3263825', 'nm4624299']",Gangster Squad2013,903,4,"Jan 11, 2013",Gangster Squad,60000000,46000903,104100903,0.73501505,44100903,2013,January,1.17,121798056.51,53821056.51,70200000.0,51598056.50999999
313,6629,tt1322269,August: Osage County,August: Osage County,2013,121.0,"['Comedy', 'Drama']",7.2,79383.0,['nm0920274'],['nm0504832'],['nm0000551'],"['nm0000658', 'nm0000210', 'nm0000496']",,,,,['nm0920274'],,"['nm4391997', 'nm0000123', 'nm0235389', 'nm0381416']",,,['nm0504832'],August: Osage County2013,2214,15,"Dec 25, 2013",August: Osage County,25000000,37738810,50738810,1.0295524,25738810,2013,December,1.17,59364407.7,44154407.7,29250000.0,30114407.7
314,6632,tt1322312,Going the Distance,Going the Distance,2010,102.0,"['Comedy', 'Romance']",6.3,54421.0,['nm0123379'],['nm3192484'],"['nm0519043', 'nm0515296', 'nm0206359']",['nm0000106'],,,,['nm0002217'],['nm0123379'],,"['nm0316774', 'nm0335400', 'nm0788202']",,,['nm3192484'],Going the Distance2010,1810,11,"Sep 3, 2010",Going the Distance,32000000,17804299,43603990,0.3626246875,11603990,2010,September,1.25,54504987.5,22255373.75,40000000.0,14504987.5
315,6652,tt1323594,Despicable Me,Despicable Me,2010,95.0,"['Animation', 'Comedy', 'Family']",7.7,464511.0,"['nm1853544', 'nm0719208']","['nm0666791', 'nm0202425', 'nm0655053']","['nm0136797', 'nm0781981', 'nm1258970']",['nm0000267'],,,,,"['nm1853544', 'nm0719208']",,['nm2805697'],,,"['nm0666791', 'nm0202425', 'nm0655053']",Despicable Me2010,749,50,"Jul 9, 2010",Despicable Me,69000000,251513985,543464573,6.87629815942029,474464573,2010,July,1.25,679330716.25,314392481.25,86250000.0,593080716.25
316,6661,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,124.0,"['Adventure', 'Drama', 'Fantasy']",5.0,211733.0,['nm1720541'],"['nm0742279', 'nm2769412']","['nm1500155', 'nm1210124', 'nm1882152']",['nm0829576'],,,,['nm0006290'],['nm1720541'],,"['nm0324041', 'nm1651942']",,,"['nm0742279', 'nm2769412']",The Twilight Saga: Eclipse2010,752,53,"Jun 30, 2010",The Twilight Saga: Eclipse,68000000,300531751,706102828,9.383865117647057,638102828,2010,June,1.25,882628535.0,375664688.75,85000000.0,797628535.0
317,6705,tt1327194,The Lucky One,The Lucky One,2012,101.0,"['Drama', 'Romance']",6.5,94359.0,['nm0382956'],"['nm3391497', 'nm0817023']","['nm1374980', 'nm2546716']","['nm2279940', 'nm0001100']",,,,['nm0006142'],['nm0382956'],,"['nm0224145', 'nm0566557']",,,"['nm3391497', 'nm0817023']",The Lucky One2012,2186,87,"Apr 20, 2012",The Lucky One,25000000,60457138,96633833,2.86535332,71633833,2012,April,1.19,114994261.27,71943994.22,29750000.0,85244261.27
318,6712,tt1327709,Cyrus,Cyrus,2010,87.0,"['Crime', 'Horror', 'Mystery']",4.7,944.0,['nm1067375'],['nm1067375'],['nm2204678'],"['nm0791898', 'nm5320495', 'nm0364583']",,,['nm2090448'],['nm1700167'],['nm1067375'],,['nm0145338'],['nm2696265'],,,Cyrus2010,4026,27,"Jun 18, 2010",Cyrus,7000000,7468936,10062896,0.4375565714285714,3062896,2010,June,1.25,12578620.0,9336170.0,8750000.0,3828620.0
319,6789,tt1336617,Cyrus,Cyrus,2010,91.0,"['Comedy', 'Drama', 'Romance']",6.3,32457.0,"['nm0243231', 'nm0243233']","['nm0243233', 'nm0243231']","['nm0000604', 'nm1706767']","['nm0000673', 'nm0001416']",,,['nm1038157'],['nm0028787'],"['nm0243231', 'nm0243233']",['nm0221995'],['nm1545611'],,,,Cyrus2010,4026,27,"Jun 18, 2010",Cyrus,7000000,7468936,10062896,0.4375565714285714,3062896,2010,June,1.25,12578620.0,9336170.0,8750000.0,3828620.0
320,6714,tt1327773,Lee Daniels' The Butler,The Butler,2013,132.0,"['Biography', 'Drama']",7.2,102468.0,['nm0200005'],"['nm0834960', 'nm1665973']","['nm0001845', 'nm0000131']","['nm0001856', 'nm0000404']",,,,,['nm0200005'],,"['nm0931423', 'nm0255891', 'nm5052148']",,,"['nm0834960', 'nm1665973']",Lee Daniels' The Butler2013,1844,45,"Aug 16, 2013",Lee Daniels' The Butler,30000000,116632095,177025498,4.900849933333333,147025498,2013,August,1.17,207119832.66,136459551.15,35100000.0,172019832.66
321,6762,tt1333125,Movie 43,Movie 43,2013,94.0,['Comedy'],4.3,92980.0,"['nm2086105', 'nm1158962', 'nm2455747', 'nm0348181', 'nm0268380', 'nm0006969', 'nm0711840', 'nm0109359', 'nm0139867', 'nm0192090', 'nm0001162', 'nm1743387', 'nm0644022']","['nm2415313', 'nm2326580', 'nm0088546', 'nm3913565', 'nm2455747', 'nm3287345', 'nm3666380', 'nm5621285', 'nm5621400', 'nm5621376', 'nm0137800', 'nm1743387', 'nm2032481', 'nm1158962', 'nm0765563', 'nm1856892', 'nm0698119', 'nm0348181', 'nm0644022', 'nm2695453']","['nm0580351', 'nm0000152', 'nm0000630']",['nm1297015'],,,,,"['nm0001162', 'nm0006969', 'nm0109359', 'nm0139867', 'nm0192090', 'nm2086105']",,,,,,Movie 432013,3638,39,"Jan 25, 2013",Movie 43,10000000,8840453,31164747,2.1164747000000004,21164747,2013,January,1.17,36462753.99,10343330.01,11700000.0,24762753.989999995
322,6765,tt1334260,Never Let Me Go,Never Let Me Go,2010,103.0,"['Drama', 'Romance', 'Sci-Fi']",7.1,130084.0,['nm0738796'],"['nm0410958', 'nm0307497']",['nm1940449'],"['nm0461136', 'nm1659547', 'nm3505032']",,,,['nm0006235'],['nm0738796'],,"['nm0531602', 'nm0716924']",,,"['nm0410958', 'nm0307497']",Never Let Me Go2010,3128,29,"Sep 15, 2010",Never Let Me Go,15000000,2434652,11173718,-0.25508546666666665,-3826282,2010,September,1.25,13967147.5,3043315.0,18750000.0,-4782852.5
323,6772,tt1334512,Arthur,Arthur,2011,110.0,"['Comedy', 'Romance']",5.7,49013.0,['nm0934864'],"['nm0063165', 'nm0330619']",['nm1258970'],"['nm0000545', 'nm0004950', 'nm1950086']",,,,,['nm0934864'],,"['nm0566557', 'nm0070454', 'nm0108368']",,,"['nm0063165', 'nm0330619']",Arthur2011,1466,67,"Apr 8, 2011",Arthur,40000000,33035397,47787943,0.194698575,7787943,2011,April,1.21,57823411.03,39972830.37,48400000.0,9423411.03
324,6778,tt1335975,47 Ronin,47 Ronin,2013,128.0,"['Action', 'Adventure', 'Drama']",6.3,135754.0,['nm0727754'],"['nm0604555', 'nm0024925', 'nm1023578']","['nm0000206', 'nm0760796', 'nm0038355']",['nm0793069'],,,,,['nm0727754'],,"['nm0572805', 'nm0008330']",,,"['nm0604555', 'nm0024925', 'nm1023578']",47 Ronin2013,111,12,"Dec 25, 2013",47 Ronin,175000000,38362475,151716815,-0.13304677142857144,-23283185,2013,December,1.17,177508673.54999998,44884095.75,204750000.0,-27241326.450000014
325,6788,tt1336608,Rock of Ages,Rock of Ages,2012,123.0,"['Comedy', 'Drama', 'Musical']",5.9,69910.0,['nm0788202'],"['nm0857620', 'nm0195476', 'nm1615610']","['nm1546300', 'nm0000129', 'nm0000285']",['nm2584600'],,,,,['nm0788202'],,"['nm0335400', 'nm0316774']",,,"['nm0857620', 'nm0195476', 'nm1615610']",Rock of Ages2012,728,29,"Jun 15, 2012",Rock of Ages,70000000,38518613,61031932,-0.12811525714285715,-8968068,2012,June,1.19,72627999.08,45837149.47,83300000.0,-10672000.920000002
326,6849,tt1340800,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,2011,122.0,"['Drama', 'Mystery', 'Thriller']",7.1,174890.0,['nm0019247'],"['nm2091799', 'nm1661186', 'nm0494170']","['nm0000198', 'nm0000147', 'nm0362766', 'nm0835016']",,,,,,['nm0019247'],,"['nm0271479', 'nm0079677']",,,"['nm2091799', 'nm1661186', 'nm0494170']",Tinker Tailor Soldier Spy2011,2471,72,"Dec 9, 2011",Tinker Tailor Soldier Spy,21000000,24149393,81452811,2.8787052857142856,60452811,2011,December,1.21,98557901.31,29220765.53,25410000.0,73147901.31
